
 Phase Region for:
     CEMENTITE                     
     FCC_A1#1                      
 col-1=T, col-2=X(CEMENTITE,C), col-3=X(CEMENTITE,CR), col-4=X(CEMENTITE,FE),
   col-5=X(CEMENTITE,MN), col-6=X(CEMENTITE,NI), col-7=X(CEMENTITE,SI),
   col-8=X(FCC_A1#1,C), col-9=X(FCC_A1#1,CR), col-10=X(FCC_A1#1,FE),
   col-11=X(FCC_A1#1,MN), col-12=X(FCC_A1#1,NI), col-13=X(FCC_A1#1,SI),
   col-14=NP(CEMENTITE), col-15=NP(FCC_A1#1),
   1.17300E+03   2.50000E-01   2.92718E-01   4.42592E-01   1.32838E-02 
    1.40652E-03   0.00000E+00   2.64092E-02   5.13636E-02   8.69845E-01 
    1.47793E-02   2.31110E-02   1.44918E-02   2.78334E-03   9.97217E-01
   1.17858E+03   2.50000E-01   2.91630E-01   4.43686E-01   1.32561E-02 
    1.42787E-03   0.00000E+00   2.70315E-02   5.20353E-02   8.68656E-01 
    1.47751E-02   2.30506E-02   1.44515E-02   0.00000E+00   1.00000E+00

 Phase Region for:
     FCC_A1#1                      
 col-1=T, col-2=X(FCC_A1#1,C), col-3=X(FCC_A1#1,CR), col-4=X(FCC_A1#1,FE),
   col-5=X(FCC_A1#1,MN), col-6=X(FCC_A1#1,NI), col-7=X(FCC_A1#1,SI),
   col-8=NP(FCC_A1#1),
   1.17858E+03   2.70315E-02   5.20353E-02   8.68656E-01   1.47751E-02 
    2.30506E-02   1.44515E-02   1.00000E+00
   1.18300E+03   2.70315E-02   5.20353E-02   8.68656E-01   1.47751E-02 
    2.30506E-02   1.44515E-02   1.00000E+00
   1.19300E+03   2.70315E-02   5.20353E-02   8.68656E-01   1.47751E-02 
    2.30506E-02   1.44515E-02   1.00000E+00
   1.20300E+03   2.70315E-02   5.20353E-02   8.68656E-01   1.47751E-02 
    2.30506E-02   1.44515E-02   1.00000E+00
   1.21300E+03   2.70315E-02   5.20353E-02   8.68656E-01   1.47751E-02 
    2.30506E-02   1.44515E-02   1.00000E+00
   1.22300E+03   2.70315E-02   5.20353E-02   8.68656E-01   1.47751E-02 
    2.30506E-02   1.44515E-02   1.00000E+00
   1.23300E+03   2.70315E-02   5.20353E-02   8.68656E-01   1.47751E-02 
    2.30506E-02   1.44515E-02   1.00000E+00
   1.24300E+03   2.70315E-02   5.20353E-02   8.68656E-01   1.47751E-02 
    2.30506E-02   1.44515E-02   1.00000E+00
   1.25300E+03   2.70315E-02   5.20353E-02   8.68656E-01   1.47751E-02 
    2.30506E-02   1.44515E-02   1.00000E+00
   1.26300E+03   2.70315E-02   5.20353E-02   8.68656E-01   1.47751E-02 
    2.30506E-02   1.44515E-02   1.00000E+00
   1.27300E+03   2.70315E-02   5.20353E-02   8.68656E-01   1.47751E-02 
    2.30506E-02   1.44515E-02   1.00000E+00
   1.28300E+03   2.70315E-02   5.20353E-02   8.68656E-01   1.47751E-02 
    2.30506E-02   1.44515E-02   1.00000E+00
   1.29300E+03   2.70315E-02   5.20353E-02   8.68656E-01   1.47751E-02 
    2.30506E-02   1.44515E-02   1.00000E+00
   1.30300E+03   2.70315E-02   5.20353E-02   8.68656E-01   1.47751E-02 
    2.30506E-02   1.44515E-02   1.00000E+00
   1.31300E+03   2.70315E-02   5.20353E-02   8.68656E-01   1.47751E-02 
    2.30506E-02   1.44515E-02   1.00000E+00
   1.32300E+03   2.70315E-02   5.20353E-02   8.68656E-01   1.47751E-02 
    2.30506E-02   1.44515E-02   1.00000E+00
   1.33300E+03   2.70315E-02   5.20353E-02   8.68656E-01   1.47751E-02 
    2.30506E-02   1.44515E-02   1.00000E+00
   1.34300E+03   2.70315E-02   5.20353E-02   8.68656E-01   1.47751E-02 
    2.30506E-02   1.44515E-02   1.00000E+00
   1.35300E+03   2.70315E-02   5.20353E-02   8.68656E-01   1.47751E-02 
    2.30506E-02   1.44515E-02   1.00000E+00
   1.36300E+03   2.70315E-02   5.20353E-02   8.68656E-01   1.47751E-02 
    2.30506E-02   1.44515E-02   1.00000E+00
   1.37300E+03   2.70315E-02   5.20353E-02   8.68656E-01   1.47751E-02 
    2.30506E-02   1.44515E-02   1.00000E+00
   1.38300E+03   2.70315E-02   5.20353E-02   8.68656E-01   1.47751E-02 
    2.30506E-02   1.44515E-02   1.00000E+00
   1.39300E+03   2.70315E-02   5.20353E-02   8.68656E-01   1.47751E-02 
    2.30506E-02   1.44515E-02   1.00000E+00
   1.40300E+03   2.70315E-02   5.20353E-02   8.68656E-01   1.47751E-02 
    2.30506E-02   1.44515E-02   1.00000E+00
   1.41300E+03   2.70315E-02   5.20353E-02   8.68656E-01   1.47751E-02 
    2.30506E-02   1.44515E-02   1.00000E+00
   1.42300E+03   2.70315E-02   5.20353E-02   8.68656E-01   1.47751E-02 
    2.30506E-02   1.44515E-02   1.00000E+00
   1.43300E+03   2.70315E-02   5.20353E-02   8.68656E-01   1.47751E-02 
    2.30506E-02   1.44515E-02   1.00000E+00
   1.44300E+03   2.70315E-02   5.20353E-02   8.68656E-01   1.47751E-02 
    2.30506E-02   1.44515E-02   1.00000E+00
   1.45300E+03   2.70315E-02   5.20353E-02   8.68656E-01   1.47751E-02 
    2.30506E-02   1.44515E-02   1.00000E+00
   1.46300E+03   2.70315E-02   5.20353E-02   8.68656E-01   1.47751E-02 
    2.30506E-02   1.44515E-02   1.00000E+00
   1.47300E+03   2.70315E-02   5.20353E-02   8.68656E-01   1.47751E-02 
    2.30506E-02   1.44515E-02   1.00000E+00

 Phase Region for:
     CEMENTITE                     
     FCC_A1#1                      
 col-1=T, col-2=X(CEMENTITE,C), col-3=X(CEMENTITE,CR), col-4=X(CEMENTITE,FE),
   col-5=X(CEMENTITE,MN), col-6=X(CEMENTITE,NI), col-7=X(CEMENTITE,SI),
   col-8=X(FCC_A1#1,C), col-9=X(FCC_A1#1,CR), col-10=X(FCC_A1#1,FE),
   col-11=X(FCC_A1#1,MN), col-12=X(FCC_A1#1,NI), col-13=X(FCC_A1#1,SI),
   col-14=NP(CEMENTITE), col-15=NP(FCC_A1#1),
   1.17300E+03   2.50000E-01   2.92718E-01   4.42592E-01   1.32838E-02 
    1.40652E-03   0.00000E+00   2.64092E-02   5.13636E-02   8.69845E-01 
    1.47793E-02   2.31110E-02   1.44918E-02   2.78334E-03   9.97217E-01
   1.16300E+03   2.50000E-01   2.94707E-01   4.40589E-01   1.33347E-02 
    1.36859E-03   0.00000E+00   2.53137E-02   5.01657E-02   8.71954E-01 
    1.47862E-02   2.32177E-02   1.45628E-02   7.64538E-03   9.92355E-01
   1.15300E+03   2.50000E-01   2.96746E-01   4.38535E-01   1.33875E-02 
